Input Data,

,
Material Data,

,
matID,Soft PE80
density,938
eDyn0degC,2.62
dEdyndT,-0.037
creepModulus,0.3
poisson,0.38

,
Pipe Data,

,
pipeID,250mm_SDR11
diameter,250
sdr,11
notchDepth,0
diameterCreepRatio,1

,
Test Setup Data,

,
fullScale,2
tempDegC,0
p0bar,5
isBackfilled,2
backfillDepth,100
backfillDensity,2200
solidInsidePipe,0.25
waterInsidePipe,0.25

,
Program Control Data,

,
outflowModelOn,0
lambda,3
solutionmethod,2
numberOfSpeedValues,50
elementsInL,10
aDotc0,0.5

,
Log number,aDotc0,Irwin Corten Force,diameterRes0,residualCrackClosure,densityratio,zetaclosure,nodeAtClosure,outflowLength,p1bar,v0,vStarRes,factor,aDotCLfactor,aDotcClfactor_backfilled,maxIterations,iterations,m[0],m[1],alpha[0],alpha[1],error,notConverged,pStarUnchoke,xUnch,pHalfStar,pStar,tStar,tStarUnchoke,simpsonIntegral,unchoked,tStarOutflow2
10,0.16,0.689812,250,0,12.589,2,27,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,5,6.52806,6.6035,1.90199,0.944346,0.10626,1,0,0,0,0,0,0,0,0,0
11,0.16,0.689812,250,0,12.589,2,28,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,6,6.52806,6.6035,1.90199,0.944346,0.0865949,1,0,0,0,0,0,0,0,0,0
12,0.16,0.689812,250,0,12.589,2,29,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,7,6.52806,6.6035,1.90199,0.944346,0.0686715,1,0,0,0,0,0,0,0,0,0
13,0.16,0.689812,250,0,12.589,2,30,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,8,6.52806,6.6035,1.90199,0.944346,0.0525404,1,0,0,0,0,0,0,0,0,0
14,0.16,0.689812,250,0,12.589,2,31,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,9,6.52806,6.6035,1.90199,0.944346,0.0382192,1,0,0,0,0,0,0,0,0,0
15,0.16,0.689812,250,0,12.589,2,32,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,10,6.52806,6.6035,1.90199,0.944346,0.0256913,1,0,0,0,0,0,0,0,0,0
16,0.16,0.689812,250,0,12.589,2,33,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,11,6.52806,6.6035,1.90199,0.944346,0.0149085,1,0,0,0,0,0,0,0,0,0
17,0.16,0.689812,250,0,12.589,2,34,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,11,6.52806,6.6035,1.90199,0.944346,0.0057939,1,0,0,0,0,0,0,0,0,0
18,0.16,0.689812,250,0,12.589,2,34,3,1.08757,0.26448,0,7.08491,1.001,1.01256,50,12,6.52806,6.6035,1.90199,0.944346,0.0057939,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.18,0.689812,250,0,12.589,2,20,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,12,6.52806,6.6035,1.90199,0.944346,0.0057939,0,0,0,0,0,0,0,0,0,0
5,0.18,0.689812,250,0,12.589,2,20,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,0,6.50662,6.60175,2.0986,0.976864,0,1,0,0,0,0,0,0,0,0,0
6,0.18,0.689812,250,0,12.589,2,23,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,1,6.50662,6.60175,2.0986,0.976864,0.201719,1,0,0,0,0,0,0,0,0,0
7,0.18,0.689812,250,0,12.589,2,24,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,2,6.50662,6.60175,2.0986,0.976864,0.175827,1,0,0,0,0,0,0,0,0,0
8,0.18,0.689812,250,0,12.589,2,25,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,3,6.50662,6.60175,2.0986,0.976864,0.151269,1,0,0,0,0,0,0,0,0,0
9,0.18,0.689812,250,0,12.589,2,26,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,4,6.50662,6.60175,2.0986,0.976864,0.128156,1,0,0,0,0,0,0,0,0,0
10,0.18,0.689812,250,0,12.589,2,27,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,5,6.50662,6.60175,2.0986,0.976864,0.106605,1,0,0,0,0,0,0,0,0,0
11,0.18,0.689812,250,0,12.589,2,28,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,6,6.50662,6.60175,2.0986,0.976864,0.0867208,1,0,0,0,0,0,0,0,0,0
12,0.18,0.689812,250,0,12.589,2,29,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,7,6.50662,6.60175,2.0986,0.976864,0.0685897,1,0,0,0,0,0,0,0,0,0
13,0.18,0.689812,250,0,12.589,2,30,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,8,6.50662,6.60175,2.0986,0.976864,0.0522673,1,0,0,0,0,0,0,0,0,0
14,0.18,0.689812,250,0,12.589,2,31,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,9,6.50662,6.60175,2.0986,0.976864,0.0377751,1,0,0,0,0,0,0,0,0,0
15,0.18,0.689812,250,0,12.589,2,32,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,10,6.50662,6.60175,2.0986,0.976864,0.0250997,1,0,0,0,0,0,0,0,0,0
16,0.18,0.689812,250,0,12.589,2,33,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,11,6.50662,6.60175,2.0986,0.976864,0.0141944,1,0,0,0,0,0,0,0,0,0
17,0.18,0.689812,250,0,12.589,2,34,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,11,6.50662,6.60175,2.0986,0.976864,0.00498317,1,0,0,0,0,0,0,0,0,0
18,0.18,0.689812,250,0,12.589,2,34,3,1.14487,0.278415,0,7.57159,1.00126,1.0159,50,12,6.50662,6.60175,2.0986,0.976864,0.00498317,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.2,0.689812,250,0,12.589,2,20,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,12,6.50662,6.60175,2.0986,0.976864,0.00498317,0,0,0,0,0,0,0,0,0,0
5,0.2,0.689812,250,0,12.589,2,20,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,0,6.48281,6.59979,2.29853,1.01197,0,1,0,0,0,0,0,0,0,0,0
6,0.2,0.689812,250,0,12.589,2,23,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,1,6.48281,6.59979,2.29853,1.01197,0.203108,1,0,0,0,0,0,0,0,0,0
7,0.2,0.689812,250,0,12.589,2,24,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,2,6.48281,6.59979,2.29853,1.01197,0.176987,1,0,0,0,0,0,0,0,0,0
8,0.2,0.689812,250,0,12.589,2,25,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,3,6.48281,6.59979,2.29853,1.01197,0.152184,1,0,0,0,0,0,0,0,0,0
9,0.2,0.689812,250,0,12.589,2,26,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,4,6.48281,6.59979,2.29853,1.01197,0.128816,1,0,0,0,0,0,0,0,0,0
10,0.2,0.689812,250,0,12.589,2,27,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,5,6.48281,6.59979,2.29853,1.01197,0.107007,1,0,0,0,0,0,0,0,0,0
11,0.2,0.689812,250,0,12.589,2,28,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,6,6.48281,6.59979,2.29853,1.01197,0.0868718,1,0,0,0,0,0,0,0,0,0
12,0.2,0.689812,250,0,12.589,2,29,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,7,6.48281,6.59979,2.29853,1.01197,0.0685017,1,0,0,0,0,0,0,0,0,0
13,0.2,0.689812,250,0,12.589,2,30,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,8,6.48281,6.59979,2.29853,1.01197,0.0519589,1,0,0,0,0,0,0,0,0,0
14,0.2,0.689812,250,0,12.589,2,31,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,9,6.48281,6.59979,2.29853,1.01197,0.0372696,1,0,0,0,0,0,0,0,0,0
15,0.2,0.689812,250,0,12.589,2,32,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,10,6.48281,6.59979,2.29853,1.01197,0.0244238,1,0,0,0,0,0,0,0,0,0
16,0.2,0.689812,250,0,12.589,2,33,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,11,6.48281,6.59979,2.29853,1.01197,0.013377,1,0,0,0,0,0,0,0,0,0
17,0.2,0.689812,250,0,12.589,2,34,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,11,6.48281,6.59979,2.29853,1.01197,0.00405402,1,0,0,0,0,0,0,0,0,0
18,0.2,0.689812,250,0,12.589,2,34,3,1.20351,0.292677,0,8.00293,1.00156,1.01963,50,12,6.48281,6.59979,2.29853,1.01197,0.00405402,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.22,0.689812,250,0,12.589,2,20,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,12,6.48281,6.59979,2.29853,1.01197,0.00405402,0,0,0,0,0,0,0,0,0,0
5,0.22,0.689812,250,0,12.589,2,20,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,0,6.4567,6.59764,2.50098,1.04941,0,1,0,0,0,0,0,0,0,0,0
6,0.22,0.689812,250,0,12.589,2,23,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,1,6.4567,6.59764,2.50098,1.04941,0.204696,1,0,0,0,0,0,0,0,0,0
7,0.22,0.689812,250,0,12.589,2,24,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,2,6.4567,6.59764,2.50098,1.04941,0.178316,1,0,0,0,0,0,0,0,0,0
8,0.22,0.689812,250,0,12.589,2,25,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,3,6.4567,6.59764,2.50098,1.04941,0.153234,1,0,0,0,0,0,0,0,0,0
9,0.22,0.689812,250,0,12.589,2,26,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,4,6.4567,6.59764,2.50098,1.04941,0.129576,1,0,0,0,0,0,0,0,0,0
10,0.22,0.689812,250,0,12.589,2,27,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,5,6.4567,6.59764,2.50098,1.04941,0.107474,1,0,0,0,0,0,0,0,0,0
11,0.22,0.689812,250,0,12.589,2,28,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,6,6.4567,6.59764,2.50098,1.04941,0.0870519,1,0,0,0,0,0,0,0,0,0
12,0.22,0.689812,250,0,12.589,2,29,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,7,6.4567,6.59764,2.50098,1.04941,0.0684089,1,0,0,0,0,0,0,0,0,0
13,0.22,0.689812,250,0,12.589,2,30,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,8,6.4567,6.59764,2.50098,1.04941,0.051614,1,0,0,0,0,0,0,0,0,0
14,0.22,0.689812,250,0,12.589,2,31,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,9,6.4567,6.59764,2.50098,1.04941,0.0366991,1,0,0,0,0,0,0,0,0,0
15,0.22,0.689812,250,0,12.589,2,32,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,10,6.4567,6.59764,2.50098,1.04941,0.0236581,1,0,0,0,0,0,0,0,0,0
16,0.22,0.689812,250,0,12.589,2,33,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,11,6.4567,6.59764,2.50098,1.04941,0.012449,1,0,0,0,0,0,0,0,0,0
17,0.22,0.689812,250,0,12.589,2,34,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,11,6.4567,6.59764,2.50098,1.04941,0.00299757,1,0,0,0,0,0,0,0,0,0
18,0.22,0.689812,250,0,12.589,2,34,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,12,6.4567,6.59764,2.50098,1.04941,0.00299757,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.24,0.689812,250,0,12.589,2,20,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,12,6.4567,6.59764,2.50098,1.04941,0.00299757,0,0,0,0,0,0,0,0,0,0
5,0.24,0.689812,250,0,12.589,2,20,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,0,6.42835,6.59528,2.70538,1.08894,0,1,0,0,0,0,0,0,0,0,0
6,0.24,0.689812,250,0,12.589,2,23,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,1,6.42835,6.59528,2.70538,1.08894,0.206502,1,0,0,0,0,0,0,0,0,0
7,0.24,0.689812,250,0,12.589,2,24,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,2,6.42835,6.59528,2.70538,1.08894,0.179831,1,0,0,0,0,0,0,0,0,0
8,0.24,0.689812,250,0,12.589,2,25,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,3,6.42835,6.59528,2.70538,1.08894,0.154434,1,0,0,0,0,0,0,0,0,0
9,0.24,0.689812,250,0,12.589,2,26,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,4,6.42835,6.59528,2.70538,1.08894,0.130448,1,0,0,0,0,0,0,0,0,0
10,0.24,0.689812,250,0,12.589,2,27,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,5,6.42835,6.59528,2.70538,1.08894,0.108014,1,0,0,0,0,0,0,0,0,0
11,0.24,0.689812,250,0,12.589,2,28,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,6,6.42835,6.59528,2.70538,1.08894,0.0872663,1,0,0,0,0,0,0,0,0,0
12,0.24,0.689812,250,0,12.589,2,29,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,7,6.42835,6.59528,2.70538,1.08894,0.0683131,1,0,0,0,0,0,0,0,0,0
13,0.24,0.689812,250,0,12.589,2,30,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,8,6.42835,6.59528,2.70538,1.08894,0.0512314,1,0,0,0,0,0,0,0,0,0
14,0.24,0.689812,250,0,12.589,2,31,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,9,6.42835,6.59528,2.70538,1.08894,0.0360595,1,0,0,0,0,0,0,0,0,0
15,0.24,0.689812,250,0,12.589,2,32,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,10,6.42835,6.59528,2.70538,1.08894,0.0227959,1,0,0,0,0,0,0,0,0,0
16,0.24,0.689812,250,0,12.589,2,33,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,11,6.42835,6.59528,2.70538,1.08894,0.0114014,1,0,0,0,0,0,0,0,0,0
17,0.24,0.689812,250,0,12.589,2,34,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,11,6.42835,6.59528,2.70538,1.08894,0.00180323,1,0,0,0,0,0,0,0,0,0
18,0.24,0.689812,250,0,12.589,2,34,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,12,6.42835,6.59528,2.70538,1.08894,0.00180323,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.26,0.689812,250,0,12.589,2,20,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,12,6.42835,6.59528,2.70538,1.08894,0.00180323,0,0,0,0,0,0,0,0,0,0
5,0.26,0.689812,250,0,12.589,2,20,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,0,6.39781,6.59271,2.91134,1.13034,0,1,0,0,0,0,0,0,0,0,0
6,0.26,0.689812,250,0,12.589,2,23,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,1,6.39781,6.59271,2.91134,1.13034,0.208547,1,0,0,0,0,0,0,0,0,0
7,0.26,0.689812,250,0,12.589,2,24,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,2,6.39781,6.59271,2.91134,1.13034,0.18155,1,0,0,0,0,0,0,0,0,0
8,0.26,0.689812,250,0,12.589,2,25,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,3,6.39781,6.59271,2.91134,1.13034,0.155801,1,0,0,0,0,0,0,0,0,0
9,0.26,0.689812,250,0,12.589,2,26,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,4,6.39781,6.59271,2.91134,1.13034,0.131445,1,0,0,0,0,0,0,0,0,0
10,0.26,0.689812,250,0,12.589,2,27,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,5,6.39781,6.59271,2.91134,1.13034,0.108637,1,0,0,0,0,0,0,0,0,0
11,0.26,0.689812,250,0,12.589,2,28,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,6,6.39781,6.59271,2.91134,1.13034,0.0875207,1,0,0,0,0,0,0,0,0,0
12,0.26,0.689812,250,0,12.589,2,29,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,7,6.39781,6.59271,2.91134,1.13034,0.0682164,1,0,0,0,0,0,0,0,0,0
13,0.26,0.689812,250,0,12.589,2,30,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,8,6.39781,6.59271,2.91134,1.13034,0.0508097,1,0,0,0,0,0,0,0,0,0
14,0.26,0.689812,250,0,12.589,2,31,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,9,6.39781,6.59271,2.91134,1.13034,0.035346,1,0,0,0,0,0,0,0,0,0
15,0.26,0.689812,250,0,12.589,2,32,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,10,6.39781,6.59271,2.91134,1.13034,0.0218294,1,0,0,0,0,0,0,0,0,0
16,0.26,0.689812,250,0,12.589,2,33,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,11,6.39781,6.59271,2.91134,1.13034,0.010224,1,0,0,0,0,0,0,0,0,0
17,0.26,0.689812,250,0,12.589,2,34,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,11,6.39781,6.59271,2.91134,1.13034,0.000458473,1,0,0,0,0,0,0,0,0,0
18,0.26,0.689812,250,0,12.589,2,34,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,12,6.39781,6.59271,2.91134,1.13034,0.000458473,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.28,0.689812,250,0,12.589,2,20,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,12,6.39781,6.59271,2.91134,1.13034,0.000458473,0,0,0,0,0,0,0,0,0,0
5,0.28,0.689812,250,0,12.589,2,20,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,0,6.36516,6.58994,3.11853,1.17341,0,1,0,0,0,0,0,0,0,0,0
6,0.28,0.689812,250,0,12.589,2,23,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,1,6.36516,6.58994,3.11853,1.17341,0.210858,1,0,0,0,0,0,0,0,0,0
7,0.28,0.689812,250,0,12.589,2,24,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,2,6.36516,6.58994,3.11853,1.17341,0.183498,1,0,0,0,0,0,0,0,0,0
8,0.28,0.689812,250,0,12.589,2,25,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,3,6.36516,6.58994,3.11853,1.17341,0.157353,1,0,0,0,0,0,0,0,0,0
9,0.28,0.689812,250,0,12.589,2,26,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,4,6.36516,6.58994,3.11853,1.17341,0.132583,1,0,0,0,0,0,0,0,0,0
10,0.28,0.689812,250,0,12.589,2,27,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,5,6.36516,6.58994,3.11853,1.17341,0.109353,1,0,0,0,0,0,0,0,0,0
11,0.28,0.689812,250,0,12.589,2,28,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,6,6.36516,6.58994,3.11853,1.17341,0.0878224,1,0,0,0,0,0,0,0,0,0
12,0.28,0.689812,250,0,12.589,2,29,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,7,6.36516,6.58994,3.11853,1.17341,0.0681217,1,0,0,0,0,0,0,0,0,0
13,0.28,0.689812,250,0,12.589,2,30,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,8,6.36516,6.58994,3.11853,1.17341,0.0503472,1,0,0,0,0,0,0,0,0,0
14,0.28,0.689812,250,0,12.589,2,31,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,9,6.36516,6.58994,3.11853,1.17341,0.034553,1,0,0,0,0,0,0,0,0,0
15,0.28,0.689812,250,0,12.589,2,32,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,10,6.36516,6.58994,3.11853,1.17341,0.0207493,1,0,0,0,0,0,0,0,0,0
16,0.28,0.689812,250,0,12.589,2,33,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,10,6.36516,6.58994,3.11853,1.17341,0.00890427,1,0,0,0,0,0,0,0,0,0
17,0.28,0.689812,250,0,12.589,2,33,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,11,6.36516,6.58994,3.11853,1.17341,0.00890427,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.3,0.689812,250,0,12.589,2,20,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,11,6.36516,6.58994,3.11853,1.17341,0.00890427,0,0,0,0,0,0,0,0,0,0
5,0.3,0.689812,250,0,12.589,2,20,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,0,6.33045,6.58697,3.32674,1.21797,0,1,0,0,0,0,0,0,0,0,0
6,0.3,0.689812,250,0,12.589,2,23,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,1,6.33045,6.58697,3.32674,1.21797,0.213467,1,0,0,0,0,0,0,0,0,0
7,0.3,0.689812,250,0,12.589,2,24,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,2,6.33045,6.58697,3.32674,1.21797,0.185702,1,0,0,0,0,0,0,0,0,0
8,0.3,0.689812,250,0,12.589,2,25,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,3,6.33045,6.58697,3.32674,1.21797,0.159116,1,0,0,0,0,0,0,0,0,0
9,0.3,0.689812,250,0,12.589,2,26,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,4,6.33045,6.58697,3.32674,1.21797,0.13388,1,0,0,0,0,0,0,0,0,0
10,0.3,0.689812,250,0,12.589,2,27,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,5,6.33045,6.58697,3.32674,1.21797,0.110178,1,0,0,0,0,0,0,0,0,0
11,0.3,0.689812,250,0,12.589,2,28,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,6,6.33045,6.58697,3.32674,1.21797,0.0881801,1,0,0,0,0,0,0,0,0,0
12,0.3,0.689812,250,0,12.589,2,29,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,7,6.33045,6.58697,3.32674,1.21797,0.0680322,1,0,0,0,0,0,0,0,0,0
13,0.3,0.689812,250,0,12.589,2,30,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,8,6.33045,6.58697,3.32674,1.21797,0.0498422,1,0,0,0,0,0,0,0,0,0
14,0.3,0.689812,250,0,12.589,2,31,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,9,6.33045,6.58697,3.32674,1.21797,0.0336739,1,0,0,0,0,0,0,0,0,0
15,0.3,0.689812,250,0,12.589,2,32,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,10,6.33045,6.58697,3.32674,1.21797,0.0195449,1,0,0,0,0,0,0,0,0,0
16,0.3,0.689812,250,0,12.589,2,33,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,10,6.33045,6.58697,3.32674,1.21797,0.00742773,1,0,0,0,0,0,0,0,0,0
17,0.3,0.689812,250,0,12.589,2,33,3,1.51781,0.36911,0,9.5186,1.00351,1.04417,50,11,6.33045,6.58697,3.32674,1.21797,0.00742773,0,0,0,0,0,0,0,0,0,0
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.32,0.689812,250,0,12.589,2,20,3,1.58508,0.385468,0,9.72231,1.00399,1.05026,50,11,6.33045,6.58697,3.32674,1.21797,0.00742773,0,0,0,0,0,0,0,0,0,0
5,0.32,0.689812,250,0,12.589,2,20,3,1.58508,0.385468,0,9.72231,1.00399,1.05026,50,0,6.29376,6.5838,3.53578,1.26388,0,1,0,0,0,0,0,0,0,0,0
6,0.32,0.689812,250,0,12.589,2,23,3,1.58508,0.385468,0,9.72231,1.00399,1.05026,50,1,6.29376,6.5838,3.53578,1.26388,0.21641,1,0,0,0,0,0,0,0,0,0
7,0.32,0.689812,250,0,12.589,2,24,3,1.58508,0.385468,0,9.72231,1.00399,1.05026,50,2,6.29376,6.5838,3.53578,1.26388,0.188195,1,0,0,0,0,0,0,0,0,0
8,0.32,0.689812,250,0,12.589,2,25,3,1.58508,0.385468,0,9.72231,1.00399,1.05026,50,3,6.29376,6.5838,3.53578,1.26388,0.161116,1,0,0,0,0,0,0,0,0,0
